"participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur"
175,29,"Woman","Right-handed","3","Forward","Yes",110,90,"2","3",0.86691282709905,-0.13308717290095,103.816666666667,"cst","3","3","1","2","3","4","numeric","dur",NA,116
177,47,"Woman","Right-handed","2","Backward","Yes",124,90,"3","3",0.98092643051771,-0.0190735694822899,91.7500000000001,"cst","3","3","2","3","2","4","numeric","dur",NA,124
178,40,"Woman","Right-handed","6","Backward","Yes",124,100,"4","3",1.0112927692567,0.0112927692567002,98.8833333333333,"cst","3","2","1","2","2","3","numeric","dur",NA,124
179,54,"Man","Right-handed","1","Forward","Yes",120,10,"3","2",0.960000000000006,-0.0399999999999939,10.4166666666666,"acc","3","3","2","3","2","4","numeric","dur",NA,116
182,NA,"Man",NA,"3","Forward","Yes",124,50,"2","3",0.841987089531294,-0.158012910468706,59.3833333333333,"cst","4","1","1","3","1","2","numeric","dur",NA,124
187,45,"Man","Right-handed","1","Forward","Yes",120,110,"3","3",1.00625095288916,0.00625095288915683,109.316666666667,"dec","3","2","2","2","3","2","numeric","dur",NA,124
188,38,"Man","Right-handed","6","Forward","Yes",116,15,"3","2",0.9750812567714,-0.0249187432286003,15.3833333333333,"acc","3","2","1","3","3","2","numeric","dur",NA,116
189,38,"Woman","Right-handed","2","Backward","Yes",128,25,"2","2",1.067615658363,0.0676156583629969,23.4166666666665,"cst","3","2","1","2","2","2","numeric","dur",NA,116
191,50,"Man","Right-handed","6","Forward","Yes",124,30,"3","2",0.658135283363802,-0.341864716636198,45.5833333333334,"cst","3","2","1","3","1","2","numeric","dur",NA,124
192,21,"Man","Right-handed","2","Forward","No",120,45,"3","3",0.816449954641669,-0.183550045358331,55.1166666666667,"cst","3","3","1","2","1","5","numeric","dur",NA,124
194,63,"Man","Left-handed","3","Forward","Yes",124,65,"3","3",0.900484876471946,-0.0995151235280543,72.1833333333334,"cst","2","2","2","2","2","3","numeric","dur",NA,124
197,23,"Woman","Right-handed","2","Forward","Yes",116,60,"2","2",0.64228367528992,-0.35771632471008,93.4166666666666,"cst","3","2","1","2","1","2","numeric","dur",NA,116
198,26,"Woman","Right-handed","1","Backward","Yes",122,15,"3","3",1.44000000000001,0.440000000000009,10.4166666666666,"acc","3","1","1","3","1","2","numeric","dur",NA,116
199,42,"Man","Left-handed","5","Backward","Yes",116,25,"3","2",1.11524163568774,0.115241635687736,22.4166666666666,"cst","3","2","1","3","1","2","numeric","dur",NA,116
200,30,"Man","Right-handed","6","Forward","Yes",124,125,"3","2",1.16369278510473,0.163692785104729,107.416666666667,"dec","3","3","1","3","1","2","numeric","dur",NA,116
201,35,"Man","Right-handed","2","Forward","Yes",120,105,"3","2",1.08676901845782,0.0867690184578226,96.6166666666667,"cst","3","3","1","3","3","6","numeric","dur",NA,116
202,30,"Woman","Right-handed","4","Forward","Yes",120,105,"3","3",1.04546963159642,0.045469631596419,100.433333333333,"dec","2","4","1","3","3","2","numeric","dur",NA,116
206,49,"Woman","Right-handed","4","Forward","No",120,105,"3","3",0.98406747891284,-0.0159325210871603,106.7,"cst","4","2","1","3","1","3","numeric","dur",NA,124
207,26,"Man","Right-handed","1","Backward","Yes",120,20,"3","3",1.60642570281124,0.606425702811245,12.45,"acc","3","1","1","3","3","5","numeric","dur",NA,116
208,41,"Woman","Left-handed","3","Forward","Yes",120,20,"3","2",0.925925925925926,-0.0740740740740741,21.6,"cst","3","1","1","4","1","2","numeric","dur",NA,124
209,72,"Man","Right-handed","4","Forward","Yes",140,25,"4","3",1.10294117647059,0.102941176470587,22.6666666666667,"cst","3","3","1","3","1","3","numeric","dur",NA,124
210,58,"Man","Right-handed","4","Backward","Yes",120,100,"3","3",0.954502068087811,-0.0454979319121889,104.766666666667,"cst","3","3","2","3","2","5","numeric","dur",NA,124
211,69,"Woman","Right-handed","6","Backward","Yes",120,110,"3","2",0.983313468414777,-0.0166865315852234,111.866666666667,"dec",NA,"1","2","3","1","2","numeric","dur",NA,124
212,55,"Woman","Right-handed","5","Forward","Yes",120,40,"2","3",1.93548387096774,0.935483870967739,20.6666666666667,"cst","3","2","2","2","1","2","numeric","dur",NA,124
213,50,"Man","Right-handed","5","Forward","Yes",120,102,"3","3",0.946782178217825,-0.0532178217821752,107.733333333333,"dec","3","3","1","3","1","4","numeric","dur",NA,124
214,31,"Woman","Right-handed","4","Backward","Yes",139,115,"3","3",1.0280095351609,0.0280095351609028,111.866666666667,"dec","3","2","1","3","1","2","numeric","dur",NA,124
215,27,"Man","Right-handed","3","Backward","No",135,135,"3","1",1.13732097725358,0.13732097725358,118.7,"dec","4",NA,"1","4","1","5","numeric","dur",NA,124
216,24,"Woman","Left-handed","6","Backward","Yes",120,5,"3","2",0.529100529100533,-0.470899470899467,9.44999999999993,"acc","4","1","1","4","1","4","numeric","dur",NA,116
217,37,"Woman","Right-handed","1","Backward","Yes",120,10,"3","2",0.648648648648643,-0.351351351351357,15.4166666666668,"acc","4","1","1","1","1","2","numeric","dur",NA,116
218,21,"Man","Right-handed","5","Forward","No",120,75,"3","2",0.770020533880903,-0.229979466119097,97.4000000000001,"dec","3","1","1","2","2","2","numeric","dur",NA,116
219,26,"Woman","Right-handed","2","Backward","Yes",112,100,"4","4",0.93955527716881,-0.0604447228311903,106.433333333333,"dec","3","4","2","2","1","2","numeric","dur",NA,116
220,22,"Woman","Right-handed","3","Forward","Yes",116,15,"3","3",1.43540669856458,0.435406698564579,10.4500000000001,"acc","4","3","3","2","2","2","numeric","dur",NA,116
221,34,"Woman","Right-handed","4","Forward","Yes",115,20,"2","1",0.980392156862745,-0.0196078431372548,20.4,"cst","4","3","2","2","4","3","numeric","dur",NA,116
222,27,"Man","Right-handed","1","Forward","No",105,12,"3","3",0.535714285714283,-0.464285714285717,22.4000000000001,"cst","3","2","1","3","2","2","numeric","dur",NA,116
223,37,"Man","Right-handed","2","Backward","Yes",116,100,"4","2",0.947567909033484,-0.0524320909665163,105.533333333333,"dec","3","3","2","3","1","4","numeric","dur",NA,116
224,26,"Woman","Right-handed","2","Backward","Yes",122,100,"3","3",1.02669404517454,0.0266940451745369,97.4000000000001,"dec","3","3","3","2","1","5","numeric","dur",NA,116
225,37,"Woman","Left-handed","5","Forward","Yes",120,30,"3","2",1.28847530422333,0.288475304223332,23.2833333333334,"cst","3","2","2","3","2","1","numeric","dur",NA,116
226,21,"Man","Right-handed","1","Backward","Yes",120,70,"3","2",0.82612116443745,-0.17387883556255,84.7333333333334,"cst","4","1","1","3","1","2","numeric","dur",NA,116
227,33,"Woman","Left-handed","6","Backward","Yes",130,100,"3","2",1.02669404517454,0.0266940451745369,97.4000000000001,"dec","3","3","1","3","2","5","numeric","dur",NA,116
229,46,"Man","Right-handed","3","Forward","Yes",116,15,"2","3",1.07784431137724,0.0778443113772429,13.9166666666667,"acc","3","2","1","3","1","5","numeric","dur",NA,116
231,35,"Woman","Right-handed","6","Forward","No",120,25,"3","2",0.782064650677789,-0.217935349322211,31.9666666666667,"cst","2","3","1","2","1","4","numeric","dur",NA,116
232,22,"Man","Left-handed","2","Backward","Yes",117,40,"3","2",0.909435392194014,-0.0905646078059864,43.9833333333333,"cst","3","1","1","2","1","2","numeric","dur",NA,116
233,36,"Man","Left-handed","5","Backward","No",115,60,"4","3",1.036866359447,0.036866359447004,57.8666666666667,"cst","2","3","1","3","1","4","numeric","dur",NA,116
234,35,"Woman","Right-handed","3","Backward","No",120,60,"3","3",0.886262924667651,-0.113737075332349,67.7,"cst","3","3","3","3","1","1","numeric","dur",NA,116
235,24,"Woman","Left-handed","1","Backward","Yes",129,80,"3","3",1.02498398462524,0.0249839846252403,78.05,"cst","3","3","1","3","2","2","numeric","dur",NA,116
236,30,"Man","Right-handed","3","Backward","Yes",117,50,"3","2",0.58252427184466,-0.41747572815534,85.8333333333333,"cst","2","1","2","3","1","2","numeric","dur",NA,116
238,40,"Man","Left-handed","4","Forward","Yes",120,90,"3","2",0.84985835694051,-0.15014164305949,105.9,"dec","3","3","1","4","1","4","numeric","dur",NA,116
239,22,"Man","Left-handed","5","Forward","Yes",120,25,"3","3",1.43953934740883,0.439539347408826,17.3666666666667,"cst","3","1","1","3","2","2","numeric","dur",NA,124
240,51,"Woman","Right-handed","6","Backward","Yes",124,45,"1","1",1.77165354330708,0.77165354330708,25.4000000000001,"cst","3","3",NA,"4","1","2","numeric","dur",NA,124
241,29,"Man","Left-handed","4","Backward","Yes",120,20,"3","3",0.600300150075037,-0.399699849924963,33.3166666666667,"cst","1","2","1","3","4","2","numeric","dur",NA,124
242,24,"Man","Right-handed","1","Forward","No",120,60,"3","3",1.06382978723404,0.0638297872340407,56.4000000000001,"cst","3","1","1","3","2","5","numeric","dur",NA,124
244,18,"Woman","Right-handed","2","Backward","Yes",124,70,"2","3",0.917832167832167,-0.0821678321678325,76.2666666666667,"cst","3","2","1","3","3","4","numeric","dur",NA,124
245,18,"Man","Right-handed","1","Backward","No",120,80,"3","2",1.07575078440161,0.0757507844016131,74.3666666666667,"cst","2","3","2","2","3","2","numeric","dur",NA,124
246,18,"Man","Right-handed","5","Forward","No",132,95,"3","3",1.0409057706355,0.0409057706355,91.2666666666667,"cst","2","1","1","3","1","2","numeric","dur",NA,124
248,26,"Woman","Right-handed","2","Forward","Yes",118,113,"3","3",0.963068181818185,-0.0369318181818155,117.333333333333,"dec","4","1","1","3","1","5","numeric","dur",NA,124
249,21,"Woman","Right-handed","1","Backward","Yes",136,35,"2","3",1.03806228373702,0.0380622837370233,33.7166666666667,"cst","2","1","2","2","3","2","numeric","dur",NA,116
250,33,"Man","Right-handed","4","Forward","Yes",120,50,"3","3",1.13938473224459,0.139384732244589,43.8833333333333,"cst","2","3","1","4","2","4","numeric","dur",NA,116
251,21,"Man","Right-handed","6","Backward","No",130,40,"3","2",0.743724821815928,-0.256275178184071,53.7833333333333,"cst","3","3","3","2","3","5","numeric","dur",NA,116
252,22,"Woman","Right-handed","5","Forward","Yes",119,75,"2","2",1.15800308800823,0.158003088008234,64.7666666666667,"cst","3","2","2","3","2","2","numeric","dur",NA,116
253,24,"Man","Left-handed","3","Backward","Yes",119,5,"3","3",0.645161290322581,-0.354838709677419,7.74999999999999,"acc","2","2","1","3","1","1","numeric","dur",NA,116
256,19,"Woman","Right-handed","5","Backward","Yes",119,30,"4","3",1.125,0.125000000000003,26.6666666666666,"cst","3","2","1","4","1","4","numeric","dur",NA,116
257,19,"Man","Left-handed","3","Forward","Yes",120,35,"2","2",0.71550255536627,-0.28449744463373,48.9166666666666,"cst","2","2","3","3","2","6","numeric","dur",NA,116
258,19,"Woman","Right-handed","4","Backward","No",180,120,"3","3",2.40963855421687,1.40963855421687,49.8,"cst","2","4","2","3","2","6","numeric","dur",NA,116
259,36,"Man","Right-handed","6","Forward","No",119,55,"3","3",0.891410048622368,-0.108589951377632,61.6999999999999,"cst","3","2","1","3","2","2","numeric","dur",NA,116
260,55,"Man","Right-handed","1","Backward","Yes",120,75,"3","2",1.0565860530641,0.0565860530641,70.9833333333333,"cst","3","2","2","3","1","2","numeric","dur",NA,116
261,30,"Woman","Right-handed","2","Forward","No",120,75,"3","2",1.04142559592687,0.0414255959268698,72.0166666666666,"cst","2","2","2","3","3","4","numeric","dur",NA,116
262,23,"Woman","Right-handed","4","Forward","Yes",120,70,"4","3",0.856269113149848,-0.143730886850152,81.7499999999999,"cst","3","3","1","3","1","2","numeric","dur",NA,116
263,26,"Woman","Right-handed","6","Backward","Yes",117,100,"3","2",0.935891436593355,-0.0641085634066448,106.85,"dec","3","3","1","3","2","5","numeric","dur",NA,116
264,22,"Woman","Right-handed","5","Forward","Yes",125,15,"3","3",1.23796423658873,0.237964236588728,12.1166666666666,"acc","3","1","2","3","1","2","numeric","dur",NA,124
265,40,"Woman","Right-handed","3","Forward","No",130,105,"3","2",0.973724884080374,-0.0262751159196261,107.833333333333,"dec","4","4","1","4","1","1","numeric","dur",NA,116
266,27,"Man","Right-handed","3","Backward","Yes",124,25,"3","3",1.23355263157895,0.233552631578951,20.2666666666666,"cst","3","1","1","4","1","2","numeric","dur",NA,124
267,56,"Woman","Right-handed","2","Forward","Yes",140,35,"3","2",1.72697368421053,0.726973684210532,20.2666666666666,"cst","3","3",NA,NA,"3","1","numeric","dur",NA,124
268,30,"Woman","Left-handed","4","Forward","Yes",123,100,"3","3",1.14722753346081,0.147227533460805,87.1666666666665,"cst","3","1","1","3","1","5","numeric","dur",NA,124
269,27,"Woman","Left-handed","1","Forward","Yes",126,75,"3","3",0.847457627118643,-0.152542372881357,88.5000000000001,"cst","2","1","1","4","3","5","numeric","dur",NA,124
270,66,"Man","Right-handed","6","Backward","Yes",120,105,"3","2",1.01237345331833,0.012373453318332,103.716666666667,"cst",NA,"1","3","3","3","2","numeric","dur",NA,124
271,46,"Man","Left-handed","5","Forward","Yes",125,15,"3","2",0.740131578947371,-0.259868421052629,20.2666666666666,"cst","2","2","1","3","1","2","numeric","dur",NA,124
272,56,"Woman","Right-handed","2","Forward","Yes",120,5,"3","2",0.448430493273547,-0.551569506726453,11.1499999999999,"acc","4",NA,"2","2","1","5","numeric","dur",NA,124
273,49,"Woman","Left-handed","4","Backward","Yes",122,60,"3","3",0.922131147540984,-0.0778688524590155,65.0666666666666,"cst","3","2","1","3","2","5","numeric","dur",NA,124
274,24,"Woman","Right-handed","6","Forward","Yes",118,70,"3","2",0.933748332592264,-0.0662516674077359,74.9666666666666,"cst","2","3","2","2","3","2","numeric","dur",NA,124
276,21,"Man","Left-handed","1","Backward","Yes",126,100,"3","2",1.06288751107174,0.0628875110717442,94.0833333333334,"cst","3","1","1","3","3","4","numeric","dur",NA,124
278,35,"Man","Right-handed","6","Backward","Yes",120,15,"3","3",1.49501661129569,0.495016611295686,10.0333333333333,"acc","2","2","1","3","1","5","numeric","dur",NA,124
279,21,"Man","Right-handed","5","Forward","No",210,20,"2","3",0.947867298578199,-0.052132701421801,21.1,"cst","3","2","1","3","1","2","numeric","dur",NA,124
280,32,"Man","Right-handed","1","Forward","No",120,60,"3","2",0.808988764044945,-0.191011235955055,74.1666666666666,"cst","3","1","1","1","1","5","numeric","dur",NA,124
281,60,"Man","Right-handed","2","Forward","Yes",126,85,"3","2",1.02204408817635,0.0220440881763535,83.1666666666666,"cst","3","3","1","3","1","2","numeric","dur",NA,124
282,39,"Man","Right-handed","3","Forward","No",180,140,"3","2",1.57244477723699,0.57244477723699,89.0333333333333,"cst","3","2","1","3","2","5","numeric","dur",NA,124
283,66,"Man","Right-handed","4","Forward","Yes",120,50,"4","3",0.526962936940102,-0.473037063059898,94.8833333333333,"cst","3","3","1","3","1","2","numeric","dur",NA,124
284,50,"Man","Right-handed","4","Forward","Yes",120,105,"4","4",1.03874690849135,0.0387469084913472,101.083333333333,"cst","3","2","2","3","2","5","numeric","dur",NA,124
285,24,"Woman","Right-handed","6","Backward","Yes",120,90,"3","2",0.890354492992583,-0.109645507007417,101.083333333333,"cst","3","3","1","3","1","5","numeric","dur",NA,124
1,NA,NA,NA,"1","Backward","Yes",135,54.375,"3","2",1.13006581226186,0.130065812261863,48.1166666666667,"cst","2","3","1","4","1","2","graphic (knw)","dur",NA,124
3,NA,NA,NA,"4","Forward","No",115,6.38888888888889,"3",NA,1.33565621370498,0.335656213704978,4.78333333333339,"acc","3","3","1",NA,"1","6","graphic (knw)","dur",NA,116
4,NA,NA,NA,"6","Backward","Yes",125,7.29166666666667,"3",NA,1.30597014925374,0.305970149253739,5.5833333333333,"acc","2","3","1","3","2","4","graphic (knw)","dur",NA,116
5,NA,NA,NA,"5",NA,"Yes",120,15,"3","2",1.28571428571427,0.285714285714271,11.6666666666668,"acc","4","1","1","3","1","4","graphic (knw)","dur",NA,116
6,NA,NA,NA,"3",NA,"No",118,110.461111111111,"3","3",1.05653860460173,0.0565386046017323,104.55,"dec","4","3","1","4","1","6","graphic (knw)","dur",NA,116
7,NA,NA,NA,"1","Forward","Yes",130,65,"3",NA,1.1722272317403,0.172227231740304,55.4500000000001,"cst","3","1","1","3","1","2","graphic (knw)","dur",NA,116
8,NA,NA,NA,"2","Forward","Yes",116,9.98888888888889,"3","2",0.510070921985814,-0.489929078014186,19.5833333333334,"cst","2","3","2","3","3","4","graphic (knw)","dur",NA,116
9,NA,NA,NA,"4","Forward","Yes",125,50,"3","3",1.58982511923688,0.589825119236884,31.45,"cst","3","2","1","4","1","2","graphic (knw)","dur",NA,116
10,NA,NA,NA,"6","Forward","Yes",120,60,"4","2",1.06477373558119,0.0647737355811871,56.3500000000001,"cst","3","1","1","3","1","4","graphic (knw)","dur",NA,116
11,NA,NA,NA,"1","Backward","Yes",125,36.8055555555556,"2","3",1.05208829601397,0.052088296013973,34.9833333333334,"cst","2","2","2","2","2","2","graphic (knw)","dur",NA,116
12,NA,NA,NA,"3","Forward","Yes",130,40.8055555555556,"3","3",0.976598856535034,-0.0234011434649663,41.7833333333334,"cst",NA,NA,NA,NA,NA,"6","graphic (knw)","dur",NA,116
13,NA,NA,NA,"2","Forward","Yes",120,50.3333333333333,"3","2",1.17922686450605,0.179226864506053,42.6833333333333,"cst","2","2","2","3","2","2","graphic (knw)","dur",NA,116
14,NA,NA,NA,"4","Backward","Yes",120,66.3333333333333,"3","3",1.61068393363011,0.610683933630107,41.1833333333334,"cst","3","3","1","2","1","4","graphic (knw)","dur",NA,116
15,NA,NA,NA,"6","Backward","Yes",120,81,"2","3",1.22634367903104,0.226343679031037,66.05,"cst","2","2","2","2","1","4","graphic (knw)","dur",NA,116
17,NA,NA,NA,"3","Forward","Yes",130,10.1111111111111,"3","3",1.74831892411143,0.748318924111432,5.78333333333333,"acc","4","1","1","2","2","2","graphic (knw)","dur",NA,124
18,NA,NA,NA,"1","Backward","Yes",150,21.6666666666667,"3","2",0.404858299595141,-0.595141700404859,53.5166666666667,"cst","3","3","1","3","1","6","graphic (knw)","dur",NA,116
19,NA,NA,NA,"1","Forward","Yes",115,58.1388888888889,"3","3",1.0863697705803,0.0863697705802961,53.5166666666667,"cst","3","3","2","3","2","6","graphic (knw)","dur",NA,116
20,NA,NA,NA,"3","Backward","Yes",116,80.2333333333333,"3","2",1.09037372593431,0.0903737259343139,73.5833333333334,"cst","3","2","1","3","1","2","graphic (knw)","dur",NA,116
21,NA,"Man",NA,"3","Forward","No",120,110.333333333333,"3","3",1.2086908891729,0.208690889172904,91.2833333333334,"cst","3","2","1","2","1","2","graphic (knw)","dur",NA,124
22,NA,NA,NA,"5","Forward","No",240,183.333333333333,"4","2",3.53811514956577,2.53811514956577,51.8166666666667,"cst","3","2","1","3","2","6","graphic (knw)","dur",NA,116
23,NA,NA,NA,"1","Backward","Yes",120,70.3333333333333,"3","2",1.14239306984299,0.142393069842988,61.5666666666667,"cst","4","2","1","4","2","2","graphic (knw)","dur",NA,116
24,NA,NA,NA,"1","Backward","Yes",120,62.6666666666667,"3","2",1.01786681104494,0.0178668110449373,61.5666666666667,"cst","3","3","1","3","2","2","graphic (knw)","dur",NA,116
25,NA,NA,NA,"6","Forward","Yes",118,94.7277777777778,"3","3",1.25301293356849,0.253012933568488,75.6000000000001,"cst","4",NA,"1",NA,"1","1","graphic (knw)","dur",NA,116
27,NA,NA,NA,"3","Forward","Yes",120,103.666666666667,"3","2",1.08324625566005,0.0832462556600488,95.7,"dec","4","3","1","3","1","4","graphic (knw)","dur",NA,116
28,NA,"Woman",NA,"3","Backward","Yes",117,73.125,"4","3",0.953804347826087,-0.0461956521739135,76.6666666666667,"cst","1","1","1","2","4","4","graphic (knw)","dur",NA,116
29,NA,NA,NA,"6","Forward","Yes",120,47,"3","3",1.41211817726589,0.412118177265892,33.2833333333335,"cst","2","3","1","1","3","2","graphic (knw)","dur",NA,124
