"","participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur","ME","RME","ERM"
"1433",157,67,"Man","Left-handed",4,"Forward",NA,280,203.777777777778,3,NA,0.977375544365015,-0.022624455634985,208.494860499266,"cst",2,3,1,1,2,3,"graphic","spd_mean",NA,124,226.888888888889,1.08822293434752,0.088222934347525
"1443",159,40,"Man","Right-handed",6,"Backward",NA,380,228,3,NA,1.07071787001431,0.0707178700143126,212.941248470012,"dec",3,4,1,3,1,2,"graphic","spd_mean",NA,124,254,1.19281727624402,0.192817276244015
"1453",160,20,"Man","Left-handed",3,"Backward",NA,200,142.222222222222,2,NA,0.677905628400678,-0.322094371599322,209.79649122807,"dec",2,3,2,2,3,5,"graphic","spd_mean",NA,124,171.111111111111,0.815605209169566,-0.184394790830434
"1463",161,61,"Woman","Right-handed",6,"Forward",NA,200,74.4444444444444,2,NA,0.752374882394003,-0.247625117605997,98.945945945946,"acc",2,1,1,3,1,2,"graphic","spd_mean",NA,116,72.2222222222222,0.729915930680749,-0.270084069319251
"1473",162,26,"Woman","Right-handed",1,"Forward",NA,100,79.4444444444444,2,NA,1.00104583101395,0.00104583101395009,79.3614457831325,"acc",4,2,1,3,1,3,"graphic","spd_mean",NA,116,139.722222222222,1.76058060489517,0.760580604895165
"1483",163,24,"Woman","Left-handed",1,"Backward",NA,280,146.222222222222,2,NA,1.20250036342492,0.202500363424917,121.598484848485,"cst",3,2,1,3,1,2,"graphic","spd_mean",NA,116,123.111111111111,1.01243951571034,0.0124395157103405
"1493",164,49,"Woman","Right-handed",2,"Backward",NA,300,215,2,NA,1.41116374636151,0.411163746361509,152.35652173913,"cst",3,2,1,2,1,2,"graphic","spd_mean",NA,116,222.5,1.46039038867645,0.460390388676445
"1503",165,29,"Man","Right-handed",2,"Backward",NA,320,234.666666666667,3,NA,1.4494807278893,0.449480727889303,161.897058823529,"cst",3,3,3,3,1,5,"graphic","spd_mean",NA,116,232.333333333333,1.43506827746995,0.435068277469949
"1513",166,25,"Woman","Right-handed",6,"Forward",NA,230,121.388888888889,1,NA,0.652749797682387,-0.347250202317613,185.965417867435,"cst",2,2,1,2,3,2,"graphic","spd_mean",NA,116,150.694444444445,0.810335847237288,-0.189664152762712
"1523",167,70,"Woman","Right-handed",5,"Backward",NA,250,152.777777777778,3,NA,0.803579500690974,-0.196420499309026,190.121546961326,"cst",3,3,1,2,1,2,"graphic","spd_mean",NA,116,166.388888888889,0.875171128934351,-0.124828871065649
"1533",168,26,"Man","Right-handed",2,"Backward",NA,370,250.777777777778,2,NA,1.20450669900789,0.20450669900789,208.199570815451,"cst",3,1,3,2,4,5,"graphic","spd_mean",NA,116,280.388888888889,1.34673134911228,0.346731349112277
"1543",169,29,"Man","Right-handed",2,"Forward",NA,320,215.111111111111,2,NA,1.06983259564632,0.0698325956463151,201.069879518072,"cst",2,1,2,3,3,5,"graphic","spd_mean",NA,116,237.555555555555,1.18145769085322,0.181457690853214
"1553",170,39,"Man","Right-handed",4,"Backward",NA,300,210,2,NA,1.01341676830885,0.0134167683088508,207.21978021978,"cst",2,1,1,2,2,2,"graphic","spd_mean",NA,116,230,1.10993265100493,0.109932651004932
"1563",171,22,"Woman","Right-handed",4,"Backward",NA,277,226.216666666667,2,NA,1.06317436126752,0.0631743612675178,212.774757281553,"cst",3,2,1,3,2,5,"graphic","spd_mean",NA,116,228.108333333334,1.0720648268981,0.0720648268980978
"1582",173,60,"Woman","Right-handed",4,"Forward",NA,190,127.722222222222,2,NA,0.590204876358281,-0.409795123641719,216.403197158082,"cst",3,1,3,2,1,6,"graphic","spd_mean",NA,116,127.722222222222,0.590204876358281,-0.409795123641719
"1593",174,42,"Woman","Right-handed",1,"Forward",NA,300,NA,2,NA,NA,NA,214.312865497076,"dec",NA,1,1,2,2,2,"graphic","spd_mean",NA,116,150,0.699911317279487,-0.300088682720513
"1603",175,29,"Woman","Right-handed",3,"Forward",NA,350,285.833333333333,1,NA,1.29505260393107,0.295052603931068,220.711755233494,"dec",3,3,1,2,3,2,"graphic","spd_mean",NA,116,242.916666666666,1.10060593016299,0.100605930162992
"1614",177,47,"Woman","Right-handed",2,"Backward",NA,300,255,3,NA,1.20156838466698,0.201568384666976,212.222627737226,"cst",3,3,2,3,2,5,"graphic","spd_mean",NA,124,267.5,1.26046879568006,0.260468795680063
"1623",178,40,"Woman","Right-handed",6,"Backward",NA,200,98.8888888888889,2,NA,0.457969326862898,-0.542030673137102,215.929065743945,"cst",3,2,1,2,2,3,"graphic","spd_mean",NA,124,149.444444444444,0.692099713068088,-0.307900286931912
"1643",182,NA,"Man",NA,3,"Forward",NA,300,NA,2,NA,NA,NA,191.096359743041,"cst",4,1,1,3,1,5,"graphic","spd_mean",NA,124,270,1.4128997557204,0.412899755720401
"1653",187,45,"Man","Right-handed",1,"Forward",NA,320,213.333333333333,3,NA,1.04942344550225,0.0494234455022464,203.28622754491,"dec",3,2,2,2,3,5,"graphic","spd_mean",NA,124,211.666666666667,1.04122482483426,0.0412248248342602
"1663",188,38,"Man","Right-handed",6,"Forward",NA,180,131,2,NA,1.30466994595251,0.304669945952511,100.408536585366,"acc",3,2,1,3,3,2,"graphic","spd_mean",NA,116,165.5,1.64826622942855,0.648266229428554
"1673",189,38,"Woman","Right-handed",2,"Backward",NA,300,188.333333333333,2,NA,1.43833470410841,0.438334704108409,130.938461538462,"cst",3,2,1,2,2,1,"graphic","spd_mean",NA,116,204.166666666667,1.55925664825912,0.559256648259116
"1683",191,50,"Man","Right-handed",6,"Forward",NA,300,NA,3,NA,NA,NA,173.518987341772,"cst",3,2,1,3,1,5,"graphic","spd_mean",NA,124,150,0.864458710242194,-0.135541289757806
"1693",192,21,"Man","Right-handed",2,"Forward",NA,400,NA,2,NA,NA,NA,184.66590389016,"cst",3,3,1,2,1,2,"graphic","spd_mean",NA,124,300,1.62455544678373,0.624555446783727
"1703",194,63,"Man","Left-handed",3,"Forward",NA,250,NA,3,NA,NA,NA,202.894353369763,"cst",2,2,2,2,2,2,"graphic","spd_mean",NA,124,240,1.18288161308567,0.182881613085673
"1714",197,23,"Woman","Right-handed",2,"Forward",NA,180,144,2,NA,0.636810187119171,-0.363189812880829,226.127035830619,"cst",3,2,1,2,1,2,"graphic","spd_mean",NA,116,152,0.672188530848014,-0.327811469151986
"1733",199,42,"Man","Left-handed",5,"Backward",NA,300,191.666666666667,2,NA,1.54483283766504,0.544832837665043,124.069518716578,"cst",3,2,1,3,1,2,"graphic","spd_mean",NA,116,185.833333333333,1.49781618608393,0.497816186083933
"1743",200,30,"Man","Right-handed",6,"Forward",NA,363,NA,2,NA,NA,NA,220.485639686684,"dec",3,3,1,3,1,2,"graphic","spd_mean",NA,116,300,1.36063283044786,0.36063283044786
"1753",201,35,"Man","Right-handed",2,"Forward",NA,390,NA,3,NA,NA,NA,227.670826833073,"cst",3,3,1,3,3,6,"graphic","spd_mean",NA,116,190,0.834538191137272,-0.165461808862728
"1763",202,30,"Woman","Right-handed",4,"Forward",NA,530,482.888888888889,1,NA,2.12029824039828,1.12029824039828,227.745738636364,"dec",2,4,1,3,3,2,"graphic","spd_mean",NA,116,381.444444444445,1.6748697329239,0.674869732923907
"1773",206,49,"Woman","Right-handed",4,"Forward",NA,250,NA,2,NA,NA,NA,211.609788359788,"dec",4,2,1,3,1,3,"graphic","spd_mean",NA,124,220,1.03964944960838,0.0396494496083812
"1782",207,26,"Man","Right-handed",1,"Backward",NA,300,191.666666666667,3,NA,2.76846358868541,1.76846358868541,69.2321428571429,"acc",3,1,1,3,3,5,"graphic","spd_mean",NA,116,220.833333333333,3.18975152609406,2.18975152609406
"1793",208,41,"Woman","Left-handed",3,"Forward",NA,300,213.333333333333,3,NA,1.32453527113437,0.324535271134375,161.062780269058,"cst",3,1,1,4,1,5,"graphic","spd_mean",NA,124,231.666666666667,1.43836252099749,0.438362520997485
"1803",209,72,"Man","Right-handed",4,"Forward",NA,305,235.527777777778,3,NA,1.36489200279724,0.36489200279724,172.561475409836,"cst",3,3,1,3,1,3,"graphic","spd_mean",NA,124,242.763888888889,1.40682552877067,0.406825528770666
"1815",210,58,"Man","Right-handed",4,"Backward",NA,220,138.111111111111,2,NA,0.655967764641133,-0.344032235358867,210.545576407507,"cst",3,3,2,3,2,5,"graphic","spd_mean",NA,124,179.055555555555,0.850436084247132,-0.149563915752867
"1823",211,69,"Woman","Right-handed",6,"Backward",NA,350,173.055555555556,3,NA,0.836843667871196,-0.163156332128804,206.795560747664,"dec",NA,1,2,3,1,2,"graphic","spd_mean",NA,124,186.527777777778,0.901991208628424,-0.0980087913715759
"1833",212,55,"Woman","Right-handed",5,"Forward",NA,400,202.222222222222,2,NA,1.49581160107476,0.495811601074759,135.192307692308,"cst",3,2,2,2,1,5,"graphic","spd_mean",NA,124,201.111111111111,1.48759285601391,0.487592856013909
"1843",213,50,"Man","Right-handed",5,"Forward",NA,300,NA,3,NA,NA,NA,210.861148197597,"cst",3,3,1,3,1,2,"graphic","spd_mean",NA,124,200,0.948491468008991,-0.051508531991009
"1853",214,31,"Woman","Right-handed",4,"Backward",NA,280,NA,3,NA,NA,NA,208.868171021378,"dec",3,2,1,3,1,5,"graphic","spd_mean",NA,124,220,1.05329595660357,0.0532959566035698
"1862",215,27,"Man","Right-handed",3,"Backward",NA,300,NA,3,NA,NA,NA,199.032930845225,"dec",4,NA,1,4,1,2,"graphic","spd_mean",NA,124,250,1.25607354993134,0.256073549931337
"1873",216,24,"Woman","Left-handed",6,"Backward",NA,250,84.7222222222222,2,NA,1.57512846334599,0.575128463345986,53.7875,"acc",4,1,1,4,1,2,"graphic","spd_mean",NA,116,92.3611111111111,1.71714824282801,0.717148242828001
"1883",217,37,"Woman","Right-handed",1,"Backward",NA,250,126.388888888889,1,NA,1.23314147962713,0.233141479627133,102.493421052632,"acc",4,1,1,1,1,2,"graphic","spd_mean",NA,116,158.194444444445,1.54345950032451,0.543459500324511
"1893",218,21,"Man","Right-handed",5,"Forward",NA,250,176.388888888889,2,NA,0.765283044588198,-0.234716955411802,230.488431876607,"dec",3,1,1,2,2,2,"graphic","spd_mean",NA,116,151.694444444445,0.65814341834585,-0.34185658165415
"1903",219,26,"Woman","Right-handed",2,"Backward",NA,290,203,4,NA,0.918062750668449,-0.0819372493315508,221.117782909931,"dec",3,4,2,2,1,2,"graphic","spd_mean",NA,116,201.5,0.911279035762032,-0.088720964237968
"1915",220,22,"Woman","Right-handed",3,"Forward",NA,260,125.666666666667,1,NA,1.81514917032069,0.815149170320695,69.2321428571429,"acc",4,3,3,2,2,5,"graphic","spd_mean",NA,116,127.833333333333,1.84644484567105,0.846444845671051
"1923",221,34,"Woman","Right-handed",4,"Forward",NA,315,203,3,NA,1.40666046126797,0.40666046126797,144.313432835821,"cst",4,3,2,2,4,5,"graphic","spd_mean",NA,116,226.5,1.5695004654049,0.569500465404903
"1932",222,27,"Man","Right-handed",1,"Forward",NA,320,149.333333333333,2,NA,2.15699423953228,1.15699423953228,69.2321428571429,"acc",3,2,1,3,2,3,"graphic","spd_mean",NA,116,174.666666666667,2.52291290516722,1.52291290516722
"1943",223,37,"Man","Right-handed",2,"Backward",NA,300,NA,2,NA,NA,NA,221.422273781903,"dec",3,3,2,3,1,3,"graphic","spd_mean",NA,116,270,1.21938951934865,0.219389519348653
"1953",224,26,"Woman","Right-handed",2,"Backward",NA,310,204.944444444444,2,NA,0.889174535901058,-0.110825464098942,230.488431876607,"dec",3,3,3,2,1,5,"graphic","spd_mean",NA,116,207.472222222222,0.900141584256574,-0.099858415743426
"1963",225,37,"Woman","Left-handed",5,"Forward",NA,250,158.333333333333,2,NA,1.04166666666667,0.0416666666666665,152,"cst",3,2,2,3,2,1,"graphic","spd_mean",NA,116,179.166666666667,1.17872807017544,0.178728070175439
"1973",226,21,"Man","Right-handed",1,"Backward",NA,300,186.666666666667,3,NA,0.79026589671569,-0.20973410328431,236.207417582418,"dec",4,1,1,3,1,5,"graphic","spd_mean",NA,116,193.333333333333,0.818489678741251,-0.181510321258749
"1983",227,33,"Woman","Left-handed",6,"Backward",NA,250,156.944444444444,2,NA,0.687382271416888,-0.312617728583112,228.321926489227,"dec",3,3,1,3,2,2,"graphic","spd_mean",NA,116,178.472222222222,0.781669220151063,-0.218330779848938
"1993",229,46,"Man","Right-handed",3,"Forward",NA,300,150,2,NA,1.4702089244261,0.470208924426103,102.026315789474,"acc",3,2,1,3,1,5,"graphic","spd_mean",NA,116,150,1.4702089244261,0.470208924426103
"2003",231,35,"Woman","Right-handed",6,"Forward",NA,250,184.722222222222,1,NA,1.2571071267577,0.257107126757696,146.942307692308,"cst",2,3,1,2,1,2,"graphic","spd_mean",NA,116,197.361111111111,1.34311971964112,0.343119719641117
"2014",232,22,"Man","Left-handed",2,"Backward",NA,300,240,3,NA,1.24390892176841,0.243908921768406,192.940170940171,"cst",3,1,1,2,1,5,"graphic","spd_mean",NA,116,245,1.26982369097191,0.269823690971914
"2023",233,36,"Man","Left-handed",5,"Backward",NA,300,196.666666666667,3,NA,0.926109667427881,-0.0738903325721185,212.357859531773,"cst",2,3,1,3,1,2,"graphic","spd_mean",NA,116,198.333333333333,0.933958054439982,-0.0660419455600178
"2033",234,35,"Woman","Right-handed",3,"Backward",NA,360,NA,2,NA,NA,NA,219.329479768786,"cst",3,3,3,3,1,2,"graphic","spd_mean",NA,116,200,0.911870124393844,-0.0881298756061564
"2043",235,24,"Woman","Left-handed",1,"Backward",NA,353,268.672222222222,2,NA,1.19753339871577,0.197533398715772,224.354679802956,"cst",3,3,1,3,2,2,"graphic","spd_mean",NA,116,264.336111111111,1.17820636210161,0.178206362101607
"2053",236,30,"Man","Right-handed",3,"Backward",NA,300,235,3,NA,1.04209846432668,0.0420984643266848,225.50652173913,"cst",2,1,2,3,1,2,"graphic","spd_mean",NA,116,232.5,1.03101231045087,0.031012310450869
"2063",238,40,"Man","Left-handed",4,"Forward",NA,300,165,3,NA,0.76858913250715,-0.23141086749285,214.679069767442,"dec",3,3,1,4,1,2,"graphic","spd_mean",NA,116,182.5,0.850106161712453,-0.149893838287546
"2073",239,22,"Man","Left-handed",5,"Forward",NA,315,267.75,3,NA,2.38229406094758,1.38229406094758,112.391666666667,"cst",3,1,1,3,2,5,"graphic","spd_mean",NA,124,283.875,2.52576555201305,1.52576555201305
"2083",240,51,"Woman","Right-handed",6,"Backward",NA,200,131.111111111111,1,NA,0.866130173092579,-0.133869826907421,151.375757575758,"cst",3,3,NA,4,1,2,"graphic","spd_mean",NA,124,140.555555555555,0.928520905900095,-0.071479094099905
"2092",241,29,"Man","Left-handed",4,"Backward",NA,265,151.638888888889,3,NA,0.83762364794312,-0.16237635205688,181.034632034632,"cst",1,2,1,3,4,2,"graphic","spd_mean",NA,124,175.819444444445,0.97119232087488,-0.0288076791251185
"2115",244,18,"Woman","Right-handed",2,"Backward",NA,300,241.666666666667,3,NA,1.199530542382,0.199530542382,201.467706013363,"cst",3,2,1,3,3,4,"graphic","spd_mean",NA,124,245.833333333333,1.22021210345755,0.220212103457551
"2123",245,18,"Man","Right-handed",1,"Backward",NA,260,182,2,NA,0.908954391872675,-0.091045608127325,200.23006833713,"cst",2,3,2,2,3,5,"graphic","spd_mean",NA,124,191,0.953902685976269,-0.0460973140237312
"2133",246,18,"Man","Right-handed",5,"Forward",NA,330,234.666666666667,3,NA,1.11333351304238,0.113333513042384,210.778409090909,"cst",2,1,1,3,1,5,"graphic","spd_mean",NA,124,244.833333333333,1.16156742234323,0.161567422343226
"2142",248,26,"Woman","Right-handed",2,"Forward",NA,298,183.766666666667,2,NA,0.871388906373485,-0.128611093626515,210.889380530973,"dec",4,1,1,3,1,2,"graphic","spd_mean",NA,124,166.883333333333,0.791331137268067,-0.208668862731933
"2153",249,21,"Woman","Right-handed",1,"Backward",NA,335,167.5,3,NA,0.882550174833549,-0.117449825166451,189.790909090909,"cst",2,1,2,2,3,5,"graphic","spd_mean",NA,116,183.75,0.968170714183074,-0.0318292858169276
"2163",250,33,"Man","Right-handed",4,"Forward",NA,320,232.888888888889,2,NA,1.11301743387562,0.113017433875623,209.241007194245,"cst",2,3,1,4,2,2,"graphic","spd_mean",NA,116,241.444444444445,1.15390595601705,0.153905956017046
"217",251,21,"Man","Right-handed",6,"Backward",NA,350,200.277777777778,2,NA,0.964876769357626,-0.035123230642374,207.568245125348,"cst",3,3,3,2,3,5,"graphic","spd_mean",NA,116,195.138888888889,0.940119182349143,-0.0598808176508567
"2183",252,22,"Woman","Right-handed",5,"Forward",NA,300,190,2,NA,0.911916728199509,-0.0880832718004907,208.352357320099,"cst",3,2,2,3,2,2,"graphic","spd_mean",NA,116,220,1.05590358002048,0.0559035800204846
"2193",253,24,"Man","Left-handed",3,"Backward",NA,300,106.666666666667,2,NA,1.34664907983167,0.346649079831669,79.2089552238806,"acc",2,2,1,3,1,1,"graphic","spd_mean",NA,116,113.333333333333,1.43081464732115,0.430814647321148
"2203",256,19,"Woman","Right-handed",5,"Backward",NA,250,127.777777777778,2,NA,0.755348817176514,-0.244651182823486,169.16393442623,"cst",3,2,1,4,1,5,"graphic","spd_mean",NA,116,163.888888888889,0.968816961161182,-0.031183038838819
"2215",257,19,"Man","Left-handed",3,"Forward",NA,270,NA,2,NA,NA,NA,212.865030674847,"cst",2,2,3,3,2,6,"graphic","spd_mean",NA,116,200,0.939562498198692,-0.0604375018013085
"2222",258,19,"Woman","Right-handed",4,"Backward",NA,250,181.944444444444,2,NA,0.857603329000681,-0.142396670999319,212.154545454545,"cst",2,4,2,3,2,6,"graphic","spd_mean",NA,116,215.972222222222,1.0179947912947,0.0179947912947015
"2233",259,36,"Man","Right-handed",6,"Forward",NA,350,211.944444444444,2,NA,1.01748021769559,0.0174802176955871,208.303258145363,"cst",3,2,1,3,2,2,"graphic","spd_mean",NA,116,205.972222222222,0.988809412085556,-0.0111905879144458
"2243",260,55,"Man","Right-handed",1,"Backward",NA,300,253.333333333333,3,NA,1.20389040876904,0.203890408769042,210.428899082569,"cst",3,2,2,3,1,2,"graphic","spd_mean",NA,116,251.666666666667,1.1959700771324,0.195970077132403
"2253",261,30,"Woman","Right-handed",2,"Forward",NA,300,191.666666666667,2,NA,0.896059176993379,-0.103940823006621,213.899563318777,"cst",2,2,2,3,3,5,"graphic","spd_mean",NA,116,205.833333333333,0.962289637901585,-0.0377103620984149
"2263",262,23,"Woman","Right-handed",4,"Forward",NA,300,NA,3,NA,NA,NA,219.55258126195,"cst",3,3,1,3,1,2,"graphic","spd_mean",NA,116,275,1.25254733248567,0.252547332485674
"2273",263,26,"Woman","Right-handed",6,"Backward",NA,320,202.666666666667,2,NA,0.915150570160393,-0.0848494298396067,221.457182320442,"dec",3,3,1,3,2,5,"graphic","spd_mean",NA,116,221.333333333333,0.999440754254111,-0.000559245745886248
"2282",264,22,"Woman","Right-handed",5,"Forward",NA,280,172.666666666667,2,NA,2.60424194815397,1.60424194815397,66.3020833333333,"acc",3,1,2,3,1,2,"graphic","spd_mean",NA,124,186.333333333333,2.81036920659859,1.81036920659859
"2293",265,40,"Woman","Right-handed",3,"Forward",NA,600,383.333333333333,2,NA,1.7309591376389,0.730959137638902,221.457182320442,"dec",4,4,1,4,1,1,"graphic","spd_mean",NA,116,316.666666666667,1.42992276587561,0.429922765875615
"2302",266,27,"Man","Right-handed",3,"Backward",NA,300,NA,3,NA,NA,NA,130.460122699387,"cst",3,1,1,4,1,5,"graphic","spd_mean",NA,124,240,1.83964260521984,0.839642605219845
"2315",267,56,"Woman","Right-handed",2,"Forward",NA,300,NA,2,NA,NA,NA,122.735483870968,"acc",3,3,NA,NA,3,1,"graphic","spd_mean",NA,124,260,2.11837678721615,1.11837678721615
"2323",268,30,"Woman","Left-handed",4,"Forward",NA,320,238.222222222222,2,NA,1.25799281958705,0.257992819587051,189.366917293233,"cst",3,1,1,3,1,2,"graphic","spd_mean",NA,124,254.111111111111,1.34189812425167,0.341898124251673
"2333",269,27,"Woman","Left-handed",1,"Forward",NA,230,90.7222222222222,2,NA,0.48029198377473,-0.51970801622527,188.889728096677,"cst",2,1,1,4,3,5,"graphic","spd_mean",NA,124,120.361111111111,0.63720305134596,-0.36279694865404
"2343",270,66,"Man","Right-handed",6,"Backward",NA,300,210,3,NA,1.049706473556,0.0497064735559964,200.055925432756,"cst",NA,1,3,3,3,2,"graphic","spd_mean",NA,124,230,1.14967851865657,0.149678518656568
"2353",271,46,"Man","Left-handed",5,"Forward",NA,320,195.555555555556,2,NA,1.65734410607002,0.657344106070023,117.993333333333,"acc",2,2,1,3,1,2,"graphic","spd_mean",NA,124,197.777777777778,1.67617756182082,0.676177561820819
"2363",272,56,"Woman","Right-handed",2,"Forward",NA,210,173.833333333333,2,NA,3.44615967934135,2.44615967934135,50.4426229508197,"acc",4,NA,2,2,1,5,"graphic","spd_mean",NA,124,206.916666666667,4.10202036615751,3.10202036615751
"2372",273,49,"Woman","Left-handed",4,"Backward",NA,300,193.333333333333,2,NA,1.06957616564711,0.0695761656471103,180.756957328386,"cst",3,2,1,3,2,5,"graphic","spd_mean",NA,124,221.666666666667,1.22632439681953,0.226324396819532
"2383",274,24,"Woman","Right-handed",6,"Forward",NA,280,185.111111111111,2,NA,1.03083409754504,0.0308340975450358,179.574105621806,"cst",2,3,2,2,3,2,"graphic","spd_mean",NA,124,192.555555555555,1.07229021071162,0.0722902107116129
"2393",276,21,"Man","Left-handed",1,"Backward",NA,300,240,3,NA,1.23864098487929,0.238640984879293,193.760744985673,"cst",3,1,1,3,3,5,"graphic","spd_mean",NA,124,260,1.34186106695257,0.341861066952568
"2403",278,35,"Man","Right-handed",6,"Backward",NA,280,217.777777777778,3,NA,3.28462948415816,2.28462948415816,66.3020833333333,"acc",2,2,1,3,1,2,"graphic","spd_mean",NA,124,208.888888888889,3.15056297460068,2.15056297460068
"2413",279,21,"Man","Right-handed",5,"Forward",NA,230,139.277777777778,3,NA,1.13478004392113,0.134780043921129,122.735483870968,"acc",3,2,1,3,1,2,"graphic","spd_mean",NA,124,159.638888888889,1.30067429445846,0.300674294458462
"2423",280,32,"Man","Right-handed",1,"Forward",NA,350,256.666666666667,2,NA,1.42662163928989,0.426621639289894,179.912220309811,"cst",3,1,1,1,1,2,"graphic","spd_mean",NA,124,228.333333333334,1.2691374323553,0.269137432355296
